frankx-strategy	agent/hermes/cro-revenue-os-2026-07-16	main	61	4	UNMERGED-KEEP
frankx-strategy	agent/hermes/gencreator-firstrun-20260823	main	19	7	UNMERGED-KEEP
frankx-strategy	agent/hermes/portfolio-council-20260805	main	41	1	UNMERGED-KEEP
frankx-strategy	codex/business-legal-foundation-20260711	main	66	3	UNMERGED-KEEP
frankx-strategy	codex/frankx-identity-strategy	main	29	12	UNMERGED-KEEP
frankx-strategy	codex/private-ip-boundary-20260827	main	19	2	UNMERGED-KEEP
starlight-swarm	agent/hermes/runtime-hardening-20260809	main	36	1	UNMERGED-KEEP
starlight-swarm	agent/hermes/starlight-hand-openfang-pilot-clean	main	59	1	UNMERGED-KEEP
starlight-swarm	agent/hermes/starlight-team-runtime-20260806	main	37	2	UNMERGED-KEEP
starlight-swarm	agent/hermes/starlight-team-runtime-20260809	main	37	4	UNMERGED-KEEP
starlight-swarm	claude/add-mit-license-jjw5kg	main	85	1	UNMERGED-KEEP
starlight-swarm	claude/agentic-repos-audit-68tqqv	main	93	3	UNMERGED-KEEP
starlight-swarm	claude/benevolent-ai-agentic-swarms-a1pmlp	main	50	2	UNMERGED-KEEP
starlight-swarm	claude/ecosystem-audit-strategy-7ovdli	main	85	1	UNMERGED-KEEP
starlight-swarm	claude/frankx-book-github-redesign-jjw5kg	main	85	3	UNMERGED-KEEP
starlight-swarm	claude/ocean-intelligence-repo-depth-z5491l	main	85	1	UNMERGED-KEEP
starlight-swarm	claude/starlight-multiagent-validation-gxd3bp	main	65	1	UNMERGED-KEEP
starlight-swarm	claude/website-skills-cloud-setup-qer2jh	main	50	6	UNMERGED-KEEP
starlight-swarm	codex/converge-runtime-provenance-20260812	main	36	1	UNMERGED-KEEP
starlight-swarm	codex/main-preserve-20260630	main	64	2	UNMERGED-KEEP
frankx.ai-vercel-website	agent/antigravity/ai-agent-guide-august-2026	main	25	3	UNMERGED-KEEP
frankx.ai-vercel-website	agent/antigravity/lead-funnels-v1	main	41	15	UNMERGED-KEEP
frankx.ai-vercel-website	agent/antigravity/v0-sovereign-creator-engine	main	19	9	UNMERGED-KEEP
frankx.ai-vercel-website	agent/book/first-100-hardening	main	60	1	UNMERGED-KEEP
frankx.ai-vercel-website	agent/book/r1-cta	main	61	1	UNMERGED-KEEP
frankx.ai-vercel-website	agent/c940/r1-primary-cta-20260803	main	43	2	UNMERGED-KEEP
frankx.ai-vercel-website	agent/c940/research-hub-recommend-preserve-20260818	main	29	10	UNMERGED-KEEP
frankx.ai-vercel-website	agent/claude/agentic-company-offer	main	58	1	UNMERGED-KEEP
frankx.ai-vercel-website	agent/claude/ai-architect-hub	main	23	12	UNMERGED-KEEP
frankx.ai-vercel-website	agent/claude/checkout-revenue-fix	main	33	3	UNMERGED-KEEP
frankx.ai-vercel-website	agent/claude/checkout-revenue-fix-local	main	62	2	UNMERGED-KEEP
frankx.ai-vercel-website	agent/claude/frontend-excellence-20260811-backup	main	49	0	MERGED-SAFE
frankx.ai-vercel-website	agent/claude/hero-splittext	main	33	1	UNMERGED-KEEP
frankx.ai-vercel-website	agent/claude/homepage-music-email-fixes	main	80	2	UNMERGED-KEEP
frankx.ai-vercel-website	agent/claude/lead-funnel-repair	main	39	16	UNMERGED-KEEP
frankx.ai-vercel-website	agent/claude/lint-config-and-audit-refresh	main	49	4	UNMERGED-KEEP
frankx.ai-vercel-website	agent/claude/oracle-rebrand-thin-20260715-local	main	62	3	UNMERGED-KEEP
frankx.ai-vercel-website	agent/claude/refresh-branch-audit	main	37	4	UNMERGED-KEEP
frankx.ai-vercel-website	agent/claude/v0-blueprint	main	60	2	UNMERGED-KEEP
frankx.ai-vercel-website	agent/claude/v0-products	main	59	3	UNMERGED-KEEP
frankx.ai-vercel-website	agent/claude/vercel-cost	main	14	1	UNMERGED-KEEP
frankx.ai-vercel-website	agent/claude/warriors-book-one	main	37	1	UNMERGED-KEEP
frankx.ai-vercel-website	agent/codex/ai-architect-guide-2026-preview	main	19	8	UNMERGED-KEEP
frankx.ai-vercel-website	agent/codex/ai-architect-guide-2026	main	17	8	UNMERGED-KEEP
frankx.ai-vercel-website	agent/codex/branch-audit-20260825	main	18	2	UNMERGED-KEEP
frankx.ai-vercel-website	agent/codex/family-ai-operating-system	main	64	8	UNMERGED-KEEP
frankx.ai-vercel-website	agent/codex/frankx-agent-intelligence-20260804	main	43	2	UNMERGED-KEEP
frankx.ai-vercel-website	agent/codex/frankx-ai-architecture-20260712	main	65	1	UNMERGED-KEEP
frankx.ai-vercel-website	agent/codex/frankx-codex-plugins-guide-20260715	main	63	1	UNMERGED-KEEP
frankx.ai-vercel-website	agent/codex/frankx-earbuds-2026	main	81	2	UNMERGED-KEEP
frankx.ai-vercel-website	agent/codex/human-mastery-patternos	main	22	3	UNMERGED-KEEP
frankx.ai-vercel-website	agent/codex/human-proof-studio-20260730	main	47	12	UNMERGED-KEEP
frankx.ai-vercel-website	agent/codex/media-governance-hardening	main	26	31	UNMERGED-KEEP
frankx.ai-vercel-website	agent/codex/metadata-integrity-20260725	main	52	1	UNMERGED-KEEP
frankx.ai-vercel-website	agent/codex/music-lab-violin	main	22	5	UNMERGED-KEEP
frankx.ai-vercel-website	agent/codex/mvu-day8-unhooking	main	50	3	UNMERGED-KEEP
frankx.ai-vercel-website	agent/codex/qwen-38-release	main	31	3	UNMERGED-KEEP
frankx.ai-vercel-website	agent/codex/signal-note-2026-08-15	main	27	3	UNMERGED-KEEP
frankx.ai-vercel-website	agent/codex/spline-mcp-article	main	23	1	UNMERGED-KEEP
frankx.ai-vercel-website	agent/codex/starlight-retreat-vision-20260714	main	63	12	UNMERGED-KEEP
frankx.ai-vercel-website	agent/codex/tallinn-tribe-studio-20260714	main	62	5	UNMERGED-KEEP
frankx.ai-vercel-website	agent/codex/vault-refresh-388	main	49	4	UNMERGED-KEEP
frankx.ai-vercel-website	agent/codex/vercel-wip-cost-guard-20260830	main	17	1	UNMERGED-KEEP
frankx.ai-vercel-website	agent/gemini/agency-swarm-brand-factory	main	28	1	UNMERGED-KEEP
frankx.ai-vercel-website	agent/gemini/auctions-upgrade	main	63	1	UNMERGED-KEEP
frankx.ai-vercel-website	agent/gemini/tallinn-reconciliation-main-prod	main	62	7	UNMERGED-KEEP
frankx.ai-vercel-website	agent/hermes/accelerator-surface	main	62	1	UNMERGED-KEEP
frankx.ai-vercel-website	agent/hermes/ai-architect-studio	main	24	1	UNMERGED-KEEP
frankx.ai-vercel-website	agent/hermes/arrival-golden-age	main	35	7	UNMERGED-KEEP
frankx.ai-vercel-website	agent/hermes/commerce-launch-os-20260810	main	36	1	UNMERGED-KEEP
frankx.ai-vercel-website	agent/hermes/estate-public	main	28	9	UNMERGED-KEEP
frankx.ai-vercel-website	agent/hermes/frankx-decision-instrument-20260812	main	32	3	UNMERGED-KEEP
frankx.ai-vercel-website	agent/hermes/frontend-excellence-20260811	main	36	5	UNMERGED-KEEP
frankx.ai-vercel-website	agent/hermes/salvage-media-guard-20260823	main	22	4	UNMERGED-KEEP
frankx.ai-vercel-website	agent/hermes/template-catalog-conversion-foundation	main	50	1	UNMERGED-KEEP
frankx.ai-vercel-website	agent/witali-father-code	main	68	2	UNMERGED-KEEP
frankx.ai-vercel-website	agent/worktree-sync	main	89	1	UNMERGED-KEEP
frankx.ai-vercel-website	claude/ai-architecture-templates-65188c	main	58	36	UNMERGED-KEEP
frankx.ai-vercel-website	claude/architecture-agent-strategy-54ntqb	main	18	2	UNMERGED-KEEP
frankx.ai-vercel-website	claude/build-llm-research-hub-75ba8	main	47	8	UNMERGED-KEEP
frankx.ai-vercel-website	claude/ecosystem-audit-strategy-7ovdli	main	77	6	UNMERGED-KEEP
frankx.ai-vercel-website	claude/exec-hardening-ruxnO	main	97	2	UNMERGED-KEEP
frankx.ai-vercel-website	claude/fable-cover-v3-spiral	main	73	1	UNMERGED-KEEP
frankx.ai-vercel-website	claude/frankx-freemium-experience-hJuk4	main	83	2	UNMERGED-KEEP
agentic-ops-hub	agent/book/cli-max-wiring	main	60	4	UNMERGED-KEEP
agentic-ops-hub	agent/book/online-5666907	main	61	4	UNMERGED-KEEP
agentic-ops-hub	agent/book/p4-online	main	61	1	UNMERGED-KEEP
agentic-ops-hub	agent/c940/fleet-control-plane-20260829	main	17	12	UNMERGED-KEEP
agentic-ops-hub	agent/c940/fleet-spring-20260809-0708	main	37	1	UNMERGED-KEEP
agentic-ops-hub	agent/c940/fleet-spring-20260809-1400	main	37	1	UNMERGED-KEEP
agentic-ops-hub	agent/c940/fleet-spring-20260809-2100	main	37	1	UNMERGED-KEEP
agentic-ops-hub	agent/c940/fleet-spring-20260809	main	38	1	UNMERGED-KEEP
agentic-ops-hub	agent/c940/fleet-spring-20260810-0000	main	37	1	UNMERGED-KEEP
agentic-ops-hub	agent/c940/fleet-spring-20260810-0700	main	36	1	UNMERGED-KEEP
agentic-ops-hub	agent/c940/fleet-spring-20260810-1400	main	36	1	UNMERGED-KEEP
agentic-ops-hub	agent/c940/fleet-spring-20260810-2101	main	36	1	UNMERGED-KEEP
agentic-ops-hub	agent/c940/fleet-spring-20260811-0001	main	36	1	UNMERGED-KEEP
agentic-ops-hub	agent/c940/hb-refresh-20260825-t5	main	21	1	UNMERGED-KEEP
agentic-ops-hub	agent/c940/massive-action-receipts-20260803	main	16	15	UNMERGED-KEEP
agentic-ops-hub	agent/c940/sovereign-control-plane	main	58	4	UNMERGED-KEEP
agentic-ops-hub	agent/c940/starlight-intelligence-architecture	main	54	4	UNMERGED-KEEP
agentic-ops-hub	agent/claude/token-planner-launcher-safety	main	60	5	UNMERGED-KEEP
agentic-ops-hub	agent/cleanup-sync	main	89	2	UNMERGED-KEEP
agentic-ops-hub	agent/hermes/open-core-boundary	main	62	1	UNMERGED-KEEP
agentic-ops-hub	claude/wealth-os-agent-architecture-efj4hb	main	75	2	UNMERGED-KEEP
agentic-ops-hub	codex/ecosystem-command-center-main	main	64	3	UNMERGED-KEEP
agentic-ops-hub	copilot/add-readme-visuals	main	96	1	UNMERGED-KEEP
FrankX	agent/antigravity/lead-funnels-v1	main	41	10	UNMERGED-KEEP
